Unnamed: 0,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
18014,Lithuania,Potatoes,1998,135771,656.0,812.0,6.27
7334,Dominican Republic,Plantains and others,2006,121998,1410.0,4116.45,27.01
17535,Kenya,"Rice, paddy",2004,37280,630.0,1578.0,16.92
21496,Niger,Maize,1990,3139,151.0,62.0,29.71
6220,Central African Republic,Yams,2002,67308,1342.0,22.87,25.44
20100,Mexico,Sorghum,2008,35965,758.0,61732.11,19.45
25835,Sri Lanka,Maize,2010,28061,1712.0,1450.54,26.83
25018,South Africa,Sorghum,2007,25507,495.0,26857.0,15.9
12230,India,Sweet potatoes,1999,85744,1083.0,46195.0,24.9
23080,Pakistan,Wheat,2012,27138,494.0,990.09,23.1
10431,Hungary,Potatoes,2001,250499,589.0,5458.0,10.47
3651,Brazil,Maize,2001,34019,1761.0,151523.0,24.99
11149,India,Soybeans,1993,10857,1083.0,66388.0,25.5
17419,Kenya,Wheat,1991,18484,630.0,3469.0,16.26
7411,Dominican Republic,Cassava,2011,78686,1410.0,6316.61,26.66
3684,Brazil,Sorghum,2001,18654,1761.0,151523.0,24.99
10632,India,Soybeans,1990,10145,1083.0,75000.0,26.63
21252,New Zealand,Maize,1998,100571,1732.0,3055.16,13.97
20759,Morocco,Soybeans,2011,10000,346.0,13697.0,18.53
21096,Nepal,Maize,2002,18291,1500.0,132.36,15.44
2481,Botswana,Maize,1991,3962,416.0,19.0,19.29
18858,Mauritania,Wheat,2011,16018,92.0,13.35,27.87
15771,Italy,Maize,1995,89695,832.0,84153.0,12.47
6903,Colombia,Plantains and others,2012,80883,3240.0,48727.73,27.56
18153,Madagascar,Wheat,2001,23810,1513.0,87.59,20.12
20984,Namibia,Maize,2000,7170,285.0,56.0,20.26
7532,Ecuador,Soybeans,1992,16420,2274.0,2012.0,22.19
15239,Indonesia,Cassava,2010,202174,2702.0,1597.0,27.55
9047,Germany,Maize,2004,90966,700.0,34930.37,9.82
22122,Pakistan,Soybeans,1996,12636,494.0,11955.0,25.92
15180,Indonesia,"Rice, paddy",2008,48948,2702.0,1597.0,25.32
1602,Australia,Wheat,2009,15831,534.0,38065.68,12.87
19031,Mexico,Wheat,1990,42143,758.0,34468.93,16.0
16468,Japan,Wheat,1996,30164,1668.0,79821.18,14.79
11250,India,Potatoes,1994,166101,1083.0,61357.0,25.75
19475,Mexico,Sweet potatoes,1997,209597,758.0,34468.93,21.9
3475,Brazil,"Rice, paddy",1999,30708,1761.0,127585.0,24.01
318,Angola,Soybeans,2006,4286,1010.0,40.0,24.14
13804,India,Sweet potatoes,2009,90080,1083.0,28707.01,26.76
26276,Tajikistan,Wheat,2010,30159,691.0,262.1,8.98
25842,Sri Lanka,Cassava,2011,120967,1712.0,1290.31,26.65
17169,Kazakhstan,Soybeans,1993,11269,250.0,17182.0,5.51
27473,Ukraine,"Rice, paddy",2012,61938,565.0,90814.8,8.56
20992,Namibia,Maize,2002,13238,285.0,56.0,20.76
7121,Dominican Republic,Yams,1991,71153,1410.0,4971.0,26.43
26187,Tajikistan,Wheat,1994,8409,691.0,714.0,8.01
18267,Malawi,"Rice, paddy",1993,16834,1181.0,173.19,20.43
25440,Spain,Sorghum,2001,38704,636.0,35700.0,12.33
15667,Ireland,Wheat,1996,89965,1118.0,1577.0,8.85
20468,Montenegro,Maize,2013,51775,241.0,82.0,12.87
25206,Spain,"Rice, paddy",1990,63209,636.0,39562.0,12.68
7068,Denmark,Potatoes,1998,404433,703.0,3623.0,8.65
21320,Nicaragua,Maize,1991,10228,2280.0,575.0,27.04
24732,South Africa,"Rice, paddy",1996,22331,495.0,19508.0,15.23
14845,Indonesia,Maize,1998,26526,2702.0,1597.0,27.58
23701,Portugal,"Rice, paddy",2008,57219,854.0,17080.26,16.12
4775,Brazil,Soybeans,2013,29285,1761.0,367778.0,21.59
8822,France,Sorghum,2001,58761,867.0,99694.0,11.37
10113,Haiti,Maize,2008,7807,1440.0,27.85,27.08
8499,El Salvador,Plantains and others,2002,311690,1784.0,2388.47,26.12
19355,Mexico,Wheat,1995,37320,758.0,34468.93,22.79
84,Albania,Potatoes,2010,231111,1485.0,1311.17,16.52
10498,Hungary,"Rice, paddy",2013,32727,589.0,7744.5,12.44
18837,Mauritania,Wheat,2008,20000,92.0,17.22,28.14
3851,Brazil,Potatoes,2004,213525,1761.0,214725.0,21.59
27646,United Kingdom,Potatoes,2007,401926,1220.0,22331.7,8.94
22066,Pakistan,Sweet potatoes,1995,100688,494.0,7681.0,26.63
16129,Jamaica,Plantains and others,2006,174995,2051.0,909.71,27.58
21946,Pakistan,Wheat,1993,19466,494.0,4945.0,23.08
15952,Italy,Maize,2009,86048,832.0,74172.0,8.11
10432,Hungary,"Rice, paddy",2001,32950,589.0,5458.0,10.47
25543,Spain,"Rice, paddy",2007,71228,636.0,39286.0,17.41
27484,United Kingdom,Potatoes,1990,365161,1220.0,29517.0,10.4
3607,Brazil,Sweet potatoes,2000,110351,1761.0,140423.0,24.36
11075,India,Potatoes,1993,149024,1083.0,66388.0,27.46
22464,Pakistan,Maize,2002,18448,494.0,10881.83,27.0
6153,Central African Republic,Plantains and others,1993,26987,1342.0,0.25,25.14
25573,Spain,Sweet potatoes,2008,171052,636.0,40719.0,17.21
1320,Australia,Potatoes,2002,351358,534.0,26651.0,12.31
20356,Mexico,Sorghum,2012,38295,758.0,64512.22,19.71
27024,Turkey,Soybeans,2009,36570,593.0,37651.15,18.41
20599,Morocco,Potatoes,1999,183361,346.0,13028.29,17.68
13614,India,Soybeans,2008,10415,1083.0,14485.33,25.88
5380,Cameroon,Plantains and others,1993,56000,1604.0,774.49,24.9
5817,Canada,Wheat,1999,25971,537.0,44293.0,7.69
13243,India,Sorghum,2006,8803,1083.0,37423.0,26.37
18438,Malaysia,Cassava,1996,114286,2875.0,39406.48,27.04
6115,Canada,Potatoes,2013,132270,537.0,81659.8,7.08
19695,Mexico,Potatoes,2001,237799,758.0,31373.3,15.98
8360,Egypt,Maize,2011,77409,51.0,12945.0,21.99
23165,Papua New Guinea,Cassava,1992,106604,3142.0,121.0,25.3
28188,Zimbabwe,Potatoes,2007,164490,657.0,3199.63,20.75
1143,Australia,Wheat,1997,18412,534.0,34091.0,17.51
8486,El Salvador,Sorghum,2000,15855,1784.0,2698.93,25.78
551,Argentina,Wheat,2000,24873,591.0,63265.78,16.98
26181,Tajikistan,Wheat,1993,8513,691.0,2280.0,7.29
21401,Nicaragua,Plantains and others,2001,95000,2280.0,3603.5,26.78
8590,Eritrea,Potatoes,1994,80659,383.0,4.44,24.13
27507,United Kingdom,Potatoes,1992,433870,1220.0,31077.0,10.15
2803,Brazil,Soybeans,1992,20352,1761.0,67003.89,25.61
1046,Australia,Soybeans,1995,15318,534.0,25598.0,18.88
149,Algeria,Potatoes,2000,166143,89.0,603.67,17.9
3069,Brazil,Potatoes,1995,152304,1761.0,92967.22,25.65
8684,Estonia,Wheat,2001,22302,626.0,329.0,6.08
94,Albania,Wheat,2012,41096,1485.0,766.25,16.7
7625,Ecuador,Maize,1996,11425,2274.0,2407.0,21.69
20882,Mozambique,Sweet potatoes,2002,47289,1032.0,17.4,21.96
18751,Mauritania,Sorghum,1995,6350,92.0,39.09,27.7
914,Australia,Sorghum,1992,25431,534.0,22234.0,18.45
9793,Guinea,Sorghum,2006,10417,1651.0,376.19,27.2
12378,India,Soybeans,2000,8222,1083.0,44957.52,26.05
19872,Mexico,Cassava,2005,126099,758.0,51741.99,21.42
16327,Japan,Soybeans,1993,11510,1668.0,79821.18,14.93
20407,Mexico,"Rice, paddy",2013,54252,758.0,59920.18,17.34
1496,Australia,"Rice, paddy",2007,82609,534.0,32446.25,18.84
26924,Turkey,"Rice, paddy",2006,70273,593.0,27421.0,17.71
12157,India,"Rice, paddy",1999,29782,1083.0,46195.0,25.74
21543,Niger,Wheat,1996,21250,151.0,22.0,29.71
4885,Bulgaria,Maize,2001,24713,608.0,2747.25,9.55
10633,India,Soybeans,1990,10145,1083.0,75000.0,25.64
24779,South Africa,Maize,1998,21611,495.0,24304.0,21.22
7098,Dominican Republic,"Rice, paddy",1990,47851,1410.0,4971.0,26.67
16492,Japan,"Rice, paddy",1997,64163,1668.0,79821.18,15.37
7873,Ecuador,Potatoes,2006,69768,2274.0,7953.42,17.6
21705,Pakistan,Maize,1990,14014,494.0,5299.0,23.14
15182,Indonesia,"Rice, paddy",2008,48948,2702.0,1597.0,27.03
22989,Pakistan,Sorghum,2011,6417,494.0,1979.27,24.98
11548,India,Wheat,1995,25590,1083.0,61257.0,24.04
17436,Kenya,Sorghum,1993,7454,630.0,3469.0,16.36
17652,Latvia,Wheat,2002,33844,641.0,335.31,6.83
20121,Mexico,Wheat,2008,50134,758.0,61732.11,25.22
19537,Mexico,Sweet potatoes,1998,187500,758.0,34468.93,25.14
14002,India,Wheat,2010,28395,1083.0,40093.69,26.81
13106,India,Sweet potatoes,2005,88477,1083.0,35342.0,27.49
10121,Haiti,Maize,2009,8013,1440.0,27.85,27.35
4901,Bulgaria,Soybeans,2004,18768,608.0,2361.0,9.18
15955,Italy,Potatoes,2009,248352,832.0,74172.0,13.28
13488,India,Wheat,2007,27079,1083.0,27422.77,25.58
14250,India,Potatoes,2012,217530,1083.0,52980.0,28.02
5145,Burundi,Sorghum,1990,10983,1274.0,92.08,21.15
21655,Niger,Wheat,2013,30090,151.0,21.37,30.42
7284,Dominican Republic,Maize,2002,12960,1410.0,4018.07,27.08
5568,Cameroon,Cassava,2013,147894,1604.0,1372.47,25.45
1967,Azerbaijan,Soybeans,2010,7136,447.0,333.85,13.85
28230,Zimbabwe,Sorghum,2012,2046,657.0,3375.53,20.52
9376,Greece,Soybeans,1998,23611,652.0,10702.0,18.15
12495,India,Potatoes,2001,183627,1083.0,43720.04,26.32
28089,Zimbabwe,Wheat,1993,57708,657.0,1716.0,20.88
1634,Australia,Soybeans,2010,19042,534.0,42169.39,19.09
25863,Sri Lanka,Sorghum,2013,14227,1712.0,1235.31,27.03
7402,Dominican Republic,"Rice, paddy",2010,47651,1410.0,6316.61,26.93
16948,Japan,Potatoes,2009,295909,1668.0,60970.8,15.61
22666,Pakistan,"Rice, paddy",2006,31604,494.0,6925.13,23.28
9809,Guinea,Sorghum,2008,10029,1651.0,424.9,27.61
17422,Kenya,Maize,1992,17271,630.0,3469.0,16.34
23234,Papua New Guinea,Yams,2001,173333,3142.0,105.0,25.43
23074,Pakistan,Sweet potatoes,2012,86553,494.0,990.09,26.75
3037,Brazil,Cassava,1995,130631,1761.0,92967.22,22.07
9671,Guatemala,Wheat,2012,21677,1996.0,19726.3,19.88
622,Argentina,Potatoes,2006,285828,591.0,65872.12,18.35
6246,Central African Republic,"Rice, paddy",2007,15000,1342.0,22.87,25.88
926,Australia,Sweet potatoes,1992,127548,534.0,22234.0,18.45
9690,Guinea,Plantains and others,1991,51788,1651.0,80.0,27.22
26649,Turkey,Wheat,1994,17975,593.0,24219.0,18.35
17783,Lesotho,Sorghum,1994,8756,788.0,0.3,14.22
13566,India,"Rice, paddy",2008,32509,1083.0,14485.33,25.68
22172,Pakistan,Sorghum,1997,5926,494.0,16936.0,26.82
12759,India,Sweet potatoes,2002,85694,1083.0,42482.56,26.75
16437,Japan,Maize,1996,24510,1668.0,79821.18,15.32
15289,Indonesia,"Rice, paddy",2011,49802,2702.0,1597.0,27.24
1332,Australia,Sorghum,2002,24561,534.0,26651.0,12.31
9224,Ghana,Yams,1999,133871,1187.0,114.13,26.74
5149,Burundi,Yams,1990,57576,1274.0,92.08,21.15
27218,Uganda,Sorghum,1997,10652,1180.0,88.0,24.04
10522,India,Cassava,1990,205381,1083.0,75000.0,26.63
2688,Brazil,Sorghum,1991,14834,1761.0,58349.44,17.95
1714,Australia,Soybeans,2012,22598,534.0,48687.88,16.84
26077,Sweden,Wheat,2013,57792,624.0,1620.0,7.1
14782,Indonesia,Potatoes,1996,158631,2702.0,1597.0,26.83
2059,Bahrain,Potatoes,1993,162857,83.0,14.05,26.09
12282,India,Cassava,2000,269087,1083.0,44957.52,27.03
6037,Canada,Maize,2010,97385,537.0,61050.0,6.73
8523,El Salvador,Plantains and others,2006,311678,1784.0,2265.72,26.14
3855,Brazil,Potatoes,2004,213525,1761.0,214725.0,27.72
15423,Iraq,Soybeans,1993,14815,216.0,692.0,18.75
8122,Egypt,Maize,1993,60780,51.0,4175.0,21.79
7518,Ecuador,Plantains and others,1992,101582,2274.0,2012.0,21.94
12090,India,Cassava,1999,239523,1083.0,46195.0,25.29
19884,Mexico,Maize,2005,29276,758.0,51741.99,19.82
10907,India,Potatoes,1992,160294,1083.0,70791.0,25.41
19077,Mexico,Sorghum,1991,31195,758.0,34468.93,16.13
10080,Haiti,Cassava,2004,44737,1440.0,27.85,27.37
8508,El Salvador,Potatoes,2004,288786,1784.0,2078.01,26.2
15005,Indonesia,"Rice, paddy",2002,44691,2702.0,1597.0,27.71
7580,Ecuador,"Rice, paddy",1994,37385,2274.0,2670.0,21.8
26482,Tunisia,Wheat,1998,14248,207.0,868.44,19.19
20069,Mexico,Cassava,2008,143579,758.0,61732.11,17.21
19153,Mexico,Sweet potatoes,1992,202929,758.0,34468.93,24.87
7845,Ecuador,Potatoes,2005,69668,2274.0,18391.23,21.82
27626,United Kingdom,Potatoes,2005,435153,1220.0,31415.27,8.85
16908,Japan,Potatoes,2008,323086,1668.0,58750.0,13.31
26829,Turkey,Maize,2002,42163,593.0,27915.0,18.18
2818,Brazil,Wheat,1992,14295,1761.0,67003.89,20.21
14339,India,Sweet potatoes,2012,97174,1083.0,52980.0,25.39
950,Australia,"Rice, paddy",1993,76400,534.0,23899.0,18.03
5362,Cameroon,"Rice, paddy",1991,36400,1604.0,99.09,24.99
12783,India,Wheat,2002,27621,1083.0,42482.56,26.06
27571,United Kingdom,Wheat,1998,75542,1220.0,35422.0,8.56
21209,Netherlands,Potatoes,2010,435980,778.0,9586.03,8.84
18855,Mauritania,"Rice, paddy",2011,50958,92.0,13.35,27.87
12277,India,Cassava,2000,269087,1083.0,44957.52,25.58
20994,Namibia,Sorghum,2002,1891,285.0,56.0,20.76
19578,Mexico,"Rice, paddy",1999,47762,758.0,34468.93,19.74
6385,Chile,"Rice, paddy",1999,41508,1522.0,15373.0,13.24
22268,Pakistan,Wheat,1998,22376,494.0,18406.0,23.11
1639,Australia,Sweet potatoes,2010,305974,534.0,42169.39,14.23
5200,Burundi,Soybeans,1996,8305,1274.0,207.1,21.18
19699,Mexico,Potatoes,2001,237799,758.0,31373.3,22.6
16039,Jamaica,Potatoes,1992,111138,2051.0,1415.65,27.25
6451,Chile,Maize,2007,89302,1522.0,9830.72,12.31
12273,India,Cassava,2000,269087,1083.0,44957.52,25.35
17229,Kazakhstan,Soybeans,1998,13359,250.0,6416.14,6.94
11921,India,Cassava,1998,252815,1083.0,49157.0,25.46
19608,Mexico,Wheat,1999,46310,758.0,34468.93,20.86
21338,Nicaragua,Potatoes,1993,150000,2280.0,977.0,27.05
16387,Japan,Yams,1994,208410,1668.0,79821.18,16.33
16650,Japan,Maize,2001,25000,1668.0,78735.45,13.13
19338,Mexico,Soybeans,1995,14121,758.0,34468.93,20.39
7316,Dominican Republic,Maize,2005,14206,1410.0,3515.56,27.03
1965,Azerbaijan,Potatoes,2010,144945,447.0,333.85,13.85
14115,India,Sorghum,2011,9487,1083.0,55540.0,25.72
24528,Slovenia,Potatoes,2007,228469,1162.0,1155.23,11.31
24592,South Africa,"Rice, paddy",1991,21297,495.0,16582.0,15.56
18027,Lithuania,Wheat,2002,36335,656.0,792.6,7.26
2025,Bahamas,Cassava,2006,106250,1292.0,268.2,25.34
15498,Iraq,Maize,2000,7560,216.0,548.0,23.9
12733,India,Soybeans,2002,7624,1083.0,42482.56,26.15
28218,Zimbabwe,Cassava,2011,45589,657.0,3340.35,20.78
11761,India,Maize,1997,17111,1083.0,52279.0,25.09
11137,India,Sorghum,1993,8981,1083.0,66388.0,27.04
4963,Burkina Faso,Sweet potatoes,1990,67598,748.0,29.1,28.77
4127,Brazil,Cassava,2007,140099,1761.0,304031.0,20.93
10573,India,"Rice, paddy",1990,26125,1083.0,75000.0,25.44
25155,South Africa,Sorghum,2012,27806,495.0,26857.0,21.24
7681,Ecuador,Plantains and others,1998,93279,2274.0,21500.0,18.12
18011,Lithuania,Potatoes,1997,150974,656.0,928.0,6.29
2928,Brazil,Yams,1993,91471,1761.0,75658.33,20.49
18893,Mauritius,Cassava,1994,166667,2041.0,486.72,24.17
1790,Austria,Maize,1994,79160,1110.0,3619.0,9.89
6954,Croatia,Wheat,1995,38605,1113.0,3418.0,10.14
21465,Nicaragua,Plantains and others,2010,104461,2280.0,12242.19,27.01
22448,Pakistan,Sweet potatoes,2001,104168,494.0,11871.0,23.62
14353,India,Wheat,2012,31775,1083.0,52980.0,27.03
15788,Italy,"Rice, paddy",1996,58122,832.0,74617.2,7.06
7026,Croatia,Potatoes,2011,153960,1113.0,1638.74,11.02
14557,Indonesia,Maize,1990,21323,2702.0,2432.0,27.05
6707,Colombia,Potatoes,2000,128180,3240.0,75843.0,26.98
17386,Kazakhstan,Soybeans,2012,20128,250.0,8674.58,2.5
17903,Libya,Wheat,1997,10090,56.0,255.0,19.3
1593,Australia,Soybeans,2009,18926,534.0,38065.68,18.18
16144,Jamaica,Potatoes,2008,164849,2051.0,909.71,27.17
4383,Brazil,Soybeans,2009,26365,1761.0,335742.0,27.39
7527,Ecuador,Sorghum,1992,13955,2274.0,2012.0,21.94
700,Argentina,Maize,2011,63503,591.0,100424.62,17.93
21060,Nepal,Wheat,1994,14704,1500.0,60.11,15.3
18848,Mauritania,"Rice, paddy",2010,52310,92.0,67.59,28.7
25187,South Africa,Soybeans,2013,15189,495.0,26857.0,21.31
17120,Japan,"Rice, paddy",2013,67280,1668.0,52794.3,13.91
11377,India,Wheat,1994,23796,1083.0,61357.0,26.46
15757,Italy,Maize,1994,82235,832.0,81217.6,13.53
4029,Brazil,Cassava,2006,140463,1761.0,238716.0,18.47
19548,Mexico,Wheat,1998,42077,758.0,34468.93,20.31
10614,India,Soybeans,1990,10145,1083.0,75000.0,25.79
764,Armenia,Potatoes,1998,134409,562.0,50.92,10.28
3116,Brazil,Wheat,1995,15420,1761.0,92967.22,18.27
13525,India,Maize,2008,24140,1083.0,14485.33,25.3
4342,Brazil,Maize,2009,37145,1761.0,335742.0,18.84
758,Armenia,Potatoes,1996,129626,562.0,32.0,9.55
19211,Mexico,Soybeans,1993,20927,758.0,34468.93,22.11
6598,Colombia,Plantains and others,1994,64794,3240.0,17051.34,22.33
10923,India,"Rice, paddy",1992,26092,1083.0,70791.0,23.79
28233,Zimbabwe,Wheat,2012,24420,657.0,3375.53,20.52
21341,Nicaragua,Soybeans,1993,16949,2280.0,977.0,27.05
38,Albania,Wheat,1997,28516,1485.0,376.93,15.9
3613,Brazil,Wheat,2000,15156,1761.0,140423.0,27.5
9647,Guatemala,Plantains and others,2010,162205,1996.0,14898.25,19.85
19397,Mexico,Sorghum,1996,31169,758.0,34468.93,17.2
11853,India,Soybeans,1997,10789,1083.0,52279.0,24.77
16202,Japan,Soybeans,1990,15106,1668.0,79821.18,14.14
5274,Burundi,Wheat,2005,7387,1274.0,304.83,22.29
16358,Japan,Potatoes,1994,312107,1668.0,79821.18,13.78
7203,Dominican Republic,Cassava,1997,59409,1410.0,3846.0,27.01
2894,Brazil,Soybeans,1993,21241,1761.0,75658.33,21.94
5046,Burkina Faso,Maize,2001,18115,748.0,57.46,28.77
18518,Mali,"Rice, paddy",1991,17274,282.0,54.63,27.58
4587,Brazil,Soybeans,2011,31214,1761.0,345026.0,25.28
15393,Iraq,Potatoes,1991,138029,216.0,692.0,19.68
19371,Mexico,Maize,1996,22387,758.0,34468.93,22.91
13943,India,Sorghum,2010,8602,1083.0,40093.69,26.31
9245,Ghana,Yams,2002,129996,1187.0,89.88,26.92
17346,Kazakhstan,"Rice, paddy",2009,35323,250.0,8716.14,3.03
19364,Mexico,Cassava,1996,77192,758.0,34468.93,19.27
13471,India,Sweet potatoes,2007,86976,1083.0,27422.77,25.82
8698,Estonia,Wheat,2009,30146,626.0,402.0,6.14
27809,Uruguay,Sweet potatoes,2004,90909,1300.0,9017.73,17.22
14416,India,Maize,2013,25726,1083.0,45620.0,27.44
7572,Ecuador,Plantains and others,1994,103690,2274.0,2670.0,21.46
6301,Chile,Maize,1991,83916,1522.0,15373.0,13.0
26056,Sweden,Potatoes,2002,287905,624.0,2198.0,7.96
22679,Pakistan,Sorghum,2006,6156,494.0,6925.13,25.17
2807,Brazil,Sweet potatoes,1992,104452,1761.0,67003.89,20.21
25162,South Africa,Soybeans,2012,13771,495.0,26857.0,15.89
21540,Niger,"Rice, paddy",1996,16254,151.0,22.0,29.71
13958,India,Soybeans,2010,13330,1083.0,40093.69,26.81
8496,El Salvador,Sweet potatoes,2001,62931,1784.0,2543.7,25.92
17786,Lesotho,Potatoes,1995,156169,788.0,0.3,14.55
12971,India,Cassava,2005,304978,1083.0,35342.0,25.82
14876,Indonesia,Cassava,1999,121763,2702.0,1597.0,26.82
9178,Ghana,Yams,1992,104034,1187.0,65.8,26.47
26862,Turkey,"Rice, paddy",2004,70010,593.0,28831.0,12.26
26519,Tunisia,Potatoes,2012,150215,207.0,422.24,20.12
19197,Mexico,"Rice, paddy",1993,48725,758.0,34468.93,16.86
252,Angola,"Rice, paddy",1996,17500,1010.0,40.0,24.11
6860,Colombia,Wheat,2009,16946,3240.0,51435.13,22.87
5082,Burkina Faso,Soybeans,2006,11421,748.0,109.24,28.92
511,Argentina,"Rice, paddy",1998,47762,591.0,62397.0,17.23
21798,Pakistan,Sorghum,1991,5866,494.0,5962.0,25.87
25422,Spain,Soybeans,2000,21870,636.0,34597.0,12.2
20744,Morocco,Sorghum,2010,6632,346.0,13697.0,18.87
17878,Libya,Potatoes,1993,85822,56.0,87.0,20.12
3333,Brazil,Yams,1997,91773,1761.0,110276.11,25.2
25490,Spain,Wheat,2004,32628,636.0,47445.0,17.12
21814,Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,26.34
8405,El Salvador,"Rice, paddy",1990,43271,1784.0,2524.0,26.06
13789,India,Soybeans,2009,10236,1083.0,28707.01,26.41
22607,Pakistan,"Rice, paddy",2005,31742,494.0,7914.31,24.66
16186,Japan,Maize,1990,25457,1668.0,79821.18,16.12
9060,Germany,Potatoes,2005,419798,700.0,36386.27,9.58
750,Armenia,Wheat,1993,22257,562.0,8.0,7.69
14809,Indonesia,Maize,1997,26141,2702.0,1597.0,27.37
25011,South Africa,"Rice, paddy",2007,25048,495.0,26857.0,21.07
2348,Bangladesh,Maize,2012,65838,2666.0,13289.18,26.28
6074,Canada,Soybeans,2011,28738,537.0,62107.2,7.3
16624,Japan,Soybeans,2000,19184,1668.0,79821.18,15.58
8934,Germany,Soybeans,1993,20000,700.0,25170.0,8.57
27861,Uruguay,Potatoes,2012,219891,1300.0,23506.4,17.53
25498,Spain,Potatoes,2005,269844,636.0,41017.0,16.97
10842,India,Wheat,1991,22814,1083.0,72133.0,25.99
22206,Pakistan,Maize,1998,17853,494.0,18406.0,24.91
25443,Spain,Soybeans,2001,26795,636.0,35700.0,12.33
17344,Kazakhstan,Potatoes,2009,162092,250.0,8716.14,3.03
6940,Croatia,Maize,1993,44822,1113.0,2675.33,10.19
20448,Montenegro,Potatoes,2006,130448,241.0,0.55,10.56
21861,Pakistan,Sorghum,1992,5910,494.0,5518.0,25.71
20293,Mexico,Sorghum,2011,37202,758.0,65961.1,16.26
1465,Australia,Soybeans,2006,20993,534.0,35900.0,13.99
26647,Turkey,Wheat,1994,17975,593.0,24219.0,12.83
13684,India,Cassava,2009,343433,1083.0,28707.01,26.55
26810,Turkey,"Rice, paddy",2001,61017,593.0,25539.0,20.09
2390,Belarus,Wheat,1996,21989,618.0,8306.31,5.32
24569,South Africa,Sorghum,1990,17398,495.0,16582.0,18.91
13166,India,Maize,2006,19125,1083.0,37423.0,26.39
21597,Niger,Sorghum,2005,3812,151.0,24.75,30.02
13497,India,Cassava,2008,335407,1083.0,14485.33,24.25
8573,El Salvador,"Rice, paddy",2012,63968,1784.0,2595.16,26.04
24768,South Africa,Soybeans,1997,13803,495.0,21596.0,15.38
5297,Burundi,"Rice, paddy",2008,32203,1274.0,456.44,21.29
20317,Mexico,Wheat,2011,54778,758.0,65961.1,16.26
21884,Pakistan,Wheat,1992,19910,494.0,5518.0,26.91
23789,Qatar,Maize,2009,192857,74.0,68.0,28.17
18282,Malawi,Sorghum,1995,7261,1181.0,173.19,20.86
15829,Italy,Potatoes,1999,241843,832.0,81583.0,12.95
662,Argentina,Sweet potatoes,2008,145105,591.0,87149.01,18.39
13310,India,Wheat,2006,26188,1083.0,37423.0,26.37
6817,Colombia,"Rice, paddy",2007,49020,3240.0,82439.06,27.45
12738,India,Soybeans,2002,7624,1083.0,42482.56,26.63
3467,Brazil,"Rice, paddy",1999,30708,1761.0,127585.0,20.04
12933,India,Sweet potatoes,2004,88588,1083.0,35113.0,25.59
527,Argentina,"Rice, paddy",1999,57337,591.0,62831.39,17.15
12296,India,Maize,2000,18216,1083.0,44957.52,24.57
12527,India,Sorghum,2001,7715,1083.0,43720.04,27.2
5468,Cameroon,Cassava,2002,76626,1604.0,815.79,25.26
9176,Ghana,"Rice, paddy",1992,16499,1187.0,65.8,26.47
8631,Eritrea,Sorghum,2005,7907,383.0,27.63,24.85
8794,France,Wheat,1996,71361,867.0,97890.0,10.14
3781,Brazil,Sorghum,2002,18573,1761.0,145552.0,19.49
26391,Thailand,Soybeans,2004,14905,1622.0,88548.0,27.8
429,Argentina,Potatoes,1993,210314,591.0,26156.0,17.32
27881,Zambia,Wheat,1990,43938,1020.0,1080.0,21.43
7680,Ecuador,Plantains and others,1998,93279,2274.0,21500.0,22.59
14251,India,Potatoes,2012,217530,1083.0,52980.0,25.39
18676,Mali,Yams,2009,203082,282.0,4.12,27.89
12681,India,"Rice, paddy",2002,26163,1083.0,42482.56,27.72
4881,Bulgaria,"Rice, paddy",2000,47001,608.0,2876.0,9.9
23006,Pakistan,Soybeans,2011,6953,494.0,1979.27,23.36
5143,Burundi,Potatoes,1990,34836,1274.0,92.08,21.15
22979,Pakistan,Potatoes,2011,219196,494.0,1979.27,23.36
19213,Mexico,Soybeans,1993,20927,758.0,34468.93,16.86
1226,Australia,Wheat,1999,20066,534.0,34200.0,19.28
16946,Japan,Potatoes,2009,295909,1668.0,60970.8,13.55
13552,India,Potatoes,2008,192973,1083.0,14485.33,25.68
15786,Italy,Potatoes,1996,224667,832.0,74617.2,7.06
9413,Greece,Wheat,2004,24757,652.0,11594.0,18.07
19441,Mexico,Potatoes,1997,208520,758.0,34468.93,25.21
11648,India,Sorghum,1996,9591,1083.0,56114.0,26.1
903,Australia,Potatoes,1992,289220,534.0,22234.0,16.89
7588,Ecuador,Sweet potatoes,1994,48971,2274.0,2670.0,17.4
8323,Egypt,Sorghum,2008,56258,51.0,9527.0,21.74
23757,Qatar,Potatoes,1997,101429,74.0,21.5,27.23
2493,Botswana,Maize,1995,9477,416.0,17.0,19.96
85,Albania,Soybeans,2010,16667,1485.0,1311.17,16.52
26291,Tajikistan,"Rice, paddy",2013,66592,691.0,264.6,10.1
2991,Brazil,Sorghum,1994,19056,1761.0,84312.78,24.71
25769,Sri Lanka,Sweet potatoes,2000,62724,1712.0,1695.71,26.43
2258,Bangladesh,Soybeans,2005,14148,2666.0,7605.01,26.19
25677,Spain,Sweet potatoes,2013,161919,636.0,54197.0,12.68
3079,Brazil,"Rice, paddy",1995,25668,1761.0,92967.22,24.77
22113,Pakistan,Sorghum,1996,5931,494.0,11955.0,25.92
6389,Chile,Wheat,1999,35342,1522.0,15373.0,13.24
